SK_ID_CURR,TARGET,SCORE
103748,0,0.6862796
103749,0,0.36642116
103752,0,0.7769949
103754,0,0.70564204
103755,0,0.49464387
103756,0,0.7898804
103757,0,0.45176566
103758,0,0.3758217
103759,1,0.23016429
103760,0,0.74307454
103761,0,0.61815804
103763,0,0.90907365
103764,0,0.7227538
103765,0,0.7895012
103766,0,0.73418623
103767,0,0.71583194
103768,0,0.88601506
103769,0,0.4896291
103770,0,0.69824195
103772,0,0.51641476
103774,0,0.70067257
103775,0,0.072143555
103777,0,0.5846145
103779,0,0.8274467
103781,0,0.45374274
103785,0,0.46846646
103786,0,0.8164299
103788,0,0.5127223
103789,0,0.63081825
103790,0,0.42364752
103791,0,0.72929513
103792,0,0.5239587
103793,1,0.44355983
103794,0,0.7174529
103795,0,0.6335252
103796,0,0.6719062
103798,0,0.62690854
103799,1,0.20457333
103800,0,0.75227904
103801,0,0.53274685
103802,0,0.38387012
103803,0,0.6701491
103804,0,0.74771035
103805,0,0.39509606
103806,0,0.47873986
103809,0,0.8699292
103810,1,0.46957654
103815,0,0.5587871
103816,0,0.66104627
103817,0,0.7457392
103819,0,0.7788629
103821,1,0.50331104
103822,0,0.44444472
103823,0,0.761513
103825,0,0.6617639
103826,0,0.6702757
103827,0,0.6350632
103829,0,0.7856653
103831,0,0.74959934
103832,0,0.58845633
103834,0,0.27257174
103835,0,0.5933262
103837,0,0.4817658
103838,0,0.82383084
103841,0,0.6969032
103843,0,0.7468977
103844,0,0.53451127
103845,1,0.09560895
103846,0,0.30851746
103849,0,0.74689144
103850,0,0.85971045
103852,1,0.43727893
103853,0,0.7273166
103856,0,0.49944073
103858,0,0.65161633
103860,0,0.7748531
103863,0,0.243801
103864,0,0.3113284
103866,0,0.75976574
103867,0,0.55115545
103868,0,0.5093477
103869,0,0.709622
103871,0,0.73988146
103872,0,0.6818695
103873,0,0.7631936
103874,0,0.39417213
103877,0,0.44298166
103878,0,0.35477865
103879,0,0.70139945
103880,0,0.73594785
103881,0,0.6069136
103882,0,0.74028647
103883,0,0.76612866
103884,0,0.5116862
103886,0,0.74912786
103887,0,0.6631454
103888,0,0.5594555
103889,1,0.56441176
103890,0,0.62265235
103892,0,0.12405127
103893,0,0.6459062
103894,0,0.47537148
103896,0,0.5820862
103897,0,0.5541806
103899,0,0.41355115
103900,1,0.7033818
103901,0,0.09615636
103902,0,0.31619602
103903,0,0.6542196
103904,0,0.70373356
103906,0,0.69951636
103907,0,0.15287125
103909,0,0.88363177
103910,0,0.39282274
103911,0,0.7802447
103912,0,0.32035828
103915,0,0.27583694
103917,1,0.31935596
103919,0,0.16203225
103920,0,0.59311616
103921,0,0.5505351
103922,0,0.6774206
103923,0,0.5834996
103924,0,0.5587931
103926,0,0.6906543
103927,0,0.8465978
103929,0,0.51600575
103931,0,0.74720955
103932,0,0.8144568
103933,0,0.7875749
103934,0,0.6970203
103935,0,0.79590935
103936,0,0.73801696
103937,0,0.55167377
103939,1,0.5216987
103942,0,0.4938962
103944,0,0.8044542
103945,0,0.73833495
103946,0,0.71533525
103947,0,0.8208014
103948,0,0.7293601
103949,0,0.7298579
103950,0,0.7415673
103951,0,0.6362448
103952,0,0.8359146
103953,0,0.2991929
103954,0,0.44588673
103957,0,0.4128207
103958,0,0.73058033
103959,0,0.35942858
103960,0,0.43643135
103962,0,0.6196854
103964,1,0.59025484
103965,0,0.49499756
103967,0,0.48152804
103968,0,0.8464568
103969,0,0.55923814
103970,0,0.7387112
103972,0,0.49851072
103973,0,0.32450265
103974,0,0.883589
103975,0,0.48988283
103976,0,0.75511354
103979,1,0.20252419
103981,0,0.7825874
103987,0,0.5724036
103988,0,0.5975678
103990,0,0.33863026
103991,0,0.49543995
103993,0,0.866428
103994,1,0.29356772
103995,0,0.28928113
103996,1,0.16718793
103997,0,0.5519211
103999,0,0.43245065
104000,1,0.2879749
104002,0,0.33822358
104003,0,0.693514
104004,0,0.79415464
104005,0,0.66190004
104007,0,0.8029238
104008,0,0.54994583
104009,0,0.62059236
104010,0,0.65398335
104011,0,0.6018857
104012,0,0.7632778
104013,0,0.7600875
104014,0,0.8177245
104015,0,0.7245954
104017,1,0.22266424
104018,0,0.47877938
104020,0,0.72692376
104021,0,0.80612606
104022,0,0.32694
104023,0,0.72673523
104025,0,0.8116199
104027,0,0.604203
104028,0,0.23430872
104030,0,0.7762706
104031,0,0.73570144
104032,0,0.5193237
104034,0,0.8290684
104037,1,0.21790165
104038,0,0.78306973
104039,0,0.39238292
104040,0,0.8777374
104042,0,0.7469729
104043,0,0.28850985
104046,0,0.2671131
104048,0,0.6873183
104050,0,0.6514441
104052,0,0.5997085
104053,1,0.21289277
104054,0,0.44421226
104055,0,0.8472304
104056,0,0.7107103
104059,0,0.87894684
104060,0,0.6679747
104061,0,0.8263668
104062,0,0.6997112
104064,0,0.5967318
104067,0,0.7338871
104069,0,0.43339008
104071,0,0.30609208
104072,0,0.485139
104074,0,0.43066972
104075,0,0.83755904
104076,0,0.7250446
104078,0,0.39636683
104079,0,0.6016669
104080,0,0.18474698
104081,0,0.3019566
104082,0,0.43438745
104086,0,0.5893687
104091,0,0.3552761
104093,0,0.81496507
104094,0,0.6428958
104096,0,0.31305498
104097,0,0.80531
104099,0,0.38652992
104100,0,0.5572431
104101,0,0.42767704
104102,0,0.15064138
104103,0,0.7768449
104105,0,0.40563226
104106,1,0.09239638
104107,1,0.3074705
104108,0,0.69562846
104109,0,0.82952356
104113,0,0.7957491
104114,0,0.500466
104115,0,0.48215604
104117,0,0.76818997
104118,1,0.8071026
104119,0,0.71787703
104121,0,0.66106904
104123,0,0.64557916
104125,0,0.78545964
104126,0,0.7159281
104127,0,0.33013898
104128,0,0.5373707
104129,0,0.37623787
104130,0,0.75580025
104134,0,0.4699617
104137,0,0.8262298
104139,0,0.77085394
104140,0,0.367267
104141,0,0.68978643
104142,0,0.8247771
104146,0,0.7208826
104147,0,0.35813195
104151,0,0.6268097
104152,0,0.6985918
104153,0,0.58773077
104154,0,0.8629524
104155,0,0.3183096
104157,1,0.5067977
104158,0,0.47075862
104159,0,0.3551234
104160,0,0.74121034
104161,0,0.717839
104162,0,0.7127943
104163,0,0.470496
104164,0,0.6720345
104166,0,0.7663948
104167,0,0.40036863
104169,0,0.21805215
104171,0,0.49311042
104172,0,0.75265735
104173,0,0.7967069
104174,0,0.3404076
104177,0,0.52389395
104178,0,0.77192056
104180,0,0.54453456
104182,0,0.52571046
104183,0,0.8723085
104185,0,0.7485988
104186,0,0.5927317
104187,0,0.5345127
104188,0,0.7287866
104189,0,0.7538152
104190,0,0.7215407
104193,0,0.60841966
104194,0,0.9091672
104195,0,0.77093154
104196,0,0.31749338
104198,0,0.4050452
104199,0,0.37020564
104201,0,0.7265997
104202,0,0.7708551
104205,0,0.7548065
104207,0,0.9307543
104208,0,0.6680376
104210,1,0.28137726
104212,0,0.81872106
104213,0,0.49749053
104215,0,0.39256036
104217,0,0.60003555
104218,0,0.7294113
104220,0,0.47629595
104221,0,0.4180113
104222,0,0.6551889
104223,0,0.6536764
104224,1,0.13695955
104226,0,0.7158625
104227,0,0.82790697
104228,0,0.50929415
104229,0,0.4334303
104231,0,0.6674957
104232,0,0.35043573
104235,0,0.5021471
104237,0,0.3482303
104238,0,0.3148085
104241,0,0.7322292
104242,0,0.4272279
104243,0,0.7326596
104245,0,0.40567207
104246,0,0.27284902
104247,0,0.8459946
104249,0,0.57722604
104250,0,0.25718832
104251,0,0.5247153
104252,0,0.6297189
104253,0,0.56186867
104254,0,0.5156214
104255,0,0.47165656
104256,0,0.69063497
104259,0,0.32144654
104260,0,0.37049544
104261,0,0.61680126
104262,1,0.10230017
104263,0,0.7275334
104264,0,0.68743646
104265,0,0.5754094
104266,0,0.37803996
104268,0,0.7479779
104269,0,0.29890656
104270,0,0.6285808
104274,0,0.3454842
104275,0,0.57787836
104276,0,0.37578052
104277,0,0.64989793
104279,0,0.34448403
104280,0,0.114068985
104281,0,0.872913
104282,0,0.80202824
104283,0,0.7192822
104285,0,0.33551848
104287,0,0.55895513
104289,0,0.24563396
104290,0,0.29583037
104292,0,0.45636553
104293,0,0.6791904
104296,0,0.67471933
104299,0,0.552495
104300,0,0.790925
104301,0,0.28676802
104302,0,0.7296518
104303,0,0.5081311
104304,0,0.29530925
104305,0,0.87295884
104307,0,0.24192715
104310,0,0.67877567
104311,0,0.6762476
104312,0,0.24128306
104314,0,0.58979493
104315,1,0.24788809
104316,0,0.60628945
104317,0,0.7467767
104321,0,0.25652826
104323,0,0.5332577
104326,0,0.48837078
104328,0,0.6110495
104329,0,0.45846254
104330,0,0.6728306
104331,0,0.5605917
104332,0,0.4381805
104333,0,0.5058421
104335,0,0.8094566
104336,0,0.71141005
104337,0,0.4574619
104341,0,0.61450803
104342,0,0.2537409
104343,1,0.43569136
104345,0,0.8737235
104346,0,0.6958822
104347,0,0.832352
104348,0,0.71421856
104349,0,0.80671203
104352,0,0.8469075
104353,0,0.59656143
104356,0,0.5897741
104359,0,0.4166696
104360,0,0.266001
104361,0,0.8067549
104362,0,0.58972436
104367,0,0.7390221
104368,0,0.747934
104370,0,0.5678382
104371,0,0.8156031
104372,0,0.8666549
104373,0,0.29822224
104374,0,0.4437768
104375,0,0.53820986
104377,0,0.6050102
104379,0,0.17434245
104383,0,0.3248102
104385,0,0.74125254
104386,1,0.360381
104387,0,0.76496714
104388,0,0.47395408
104389,0,0.40598595
104390,0,0.64611876
104392,0,0.7709048
104395,0,0.8273
104396,0,0.12302554
104397,0,0.820093
104399,0,0.45019847
104400,0,0.41766226
104401,0,0.5393404
104403,0,0.45100558
104404,0,0.4971596
104405,0,0.13086414
104406,0,0.74514425
104407,1,0.6327306
104411,0,0.18358594
104414,0,0.37444144
104415,0,0.74318564
104416,0,0.8635987
104418,0,0.49307752
104419,0,0.7141669
104420,0,0.5520065
104421,0,0.4603867
104422,0,0.48360062
104423,0,0.56046665
104427,0,0.70730853
104428,0,0.43169576
104432,0,0.43297303
104433,0,0.528913
104434,0,0.6635872
104436,0,0.6329937
104437,0,0.38087946
104438,0,0.46061224
104440,0,0.714473
104441,0,0.5788001
104442,1,0.4539271
104443,0,0.24027914
104444,0,0.4616961
104446,0,0.885634
104447,0,0.22821742
104448,0,0.59906554
104449,0,0.48070425
104450,0,0.3011495
104452,0,0.32108927
104453,0,0.89469016
104455,0,0.38694102
104456,0,0.7909657
104459,0,0.20435536
104461,0,0.79097176
104462,0,0.4584298
104463,0,0.6886984
104465,0,0.69389904
104467,0,0.23061186
104468,0,0.52224314
104469,0,0.48110038
104470,0,0.5380944
104471,0,0.38893664
104474,0,0.44439256
104475,1,0.5950576
104476,0,0.6874008
104477,0,0.36280632
104481,0,0.4783888
104483,0,0.30705005
104487,0,0.5715065
104488,1,0.5956471
104489,0,0.67609787
104490,0,0.48832417
104491,0,0.6711558
104492,0,0.8372059
104493,0,0.6221734
104494,0,0.18730229
104495,0,0.708089
104496,0,0.70015764
104497,0,0.692942
104498,0,0.62619704
104500,0,0.45337808
104503,0,0.47812825
104505,0,0.35172236
104508,1,0.7133219
104509,0,0.6833651
104511,0,0.56481254
104513,0,0.5223448
104514,0,0.26802397
104516,1,0.404912
104519,0,0.7039906
104521,0,0.5757959
104522,0,0.32123202
104523,0,0.50111926
104525,0,0.7231215
104526,0,0.7397314
104527,0,0.89374477
104530,0,0.6317111
104531,0,0.46790248
104532,0,0.38054782
104533,0,0.8573136
104534,0,0.7266149
104535,0,0.6969038
104536,0,0.5825939
104538,0,0.34556514
104539,0,0.5881089
104540,0,0.60638165
104542,0,0.57520753
104544,0,0.7929275
104545,0,0.5324892
104546,0,0.58086526
104548,0,0.86613566
104549,0,0.72793645
104550,0,0.74354124
104551,0,0.794414
104552,0,0.51485324
104553,0,0.79080653
104554,0,0.71882546
104555,0,0.27984148
104556,0,0.14963925
104558,1,0.4034772
104559,0,0.45425016
104560,0,0.44990236
104561,0,0.7747135
104562,0,0.73506105
104564,0,0.5418833
104565,0,0.75987345
104566,0,0.5885402
104567,0,0.44336575
104569,0,0.7461972
104570,0,0.6581066
104571,0,0.66484547
104572,0,0.5077649
104573,0,0.752544
104575,0,0.2960682
104576,0,0.45076942
104577,0,0.26292259
104579,0,0.37358946
104581,0,0.29917008
104582,0,0.4616784
104585,0,0.2296884
104586,0,0.7234043
104589,0,0.6283174
104590,0,0.9203355
104594,0,0.5953738
104595,0,0.8624325
104596,0,0.3770516
104597,0,0.6766431
104598,0,0.55977273
104600,0,0.6731397
104603,0,0.6225222
104605,0,0.8519281
104609,0,0.45060378
104612,0,0.80264246
104613,0,0.67737675
104614,0,0.688779
104615,0,0.8514738
104616,0,0.5770005
104617,0,0.46458304
104619,0,0.58957815
104621,0,0.66447794
104626,0,0.5066438
104627,0,0.49772358
104628,0,0.39119023
104629,0,0.51263434
104630,0,0.7589204
104632,0,0.43567348
104635,0,0.86203694
104636,0,0.8794961
104637,0,0.65243006
104638,0,0.43539298
104640,0,0.8211007
104643,0,0.7059918
104644,0,0.4047805
104645,0,0.65876555
104648,0,0.75971293
104649,0,0.60051596
104650,0,0.725803
104651,0,0.7523063
104653,0,0.44236833
104654,0,0.7750547
104655,0,0.5455532
104656,0,0.4615329
104657,0,0.5312834
104658,0,0.8086466
104659,0,0.8713235
104660,0,0.35116452
104662,0,0.58139664
104663,0,0.3280962
104664,0,0.60065734
104665,0,0.4207762
104666,0,0.9003565
104667,0,0.59621584
104668,0,0.29365158
104669,0,0.4181841
104671,0,0.7295799
104672,0,0.5901422
104673,0,0.42621118
104674,0,0.528633
104675,0,0.25769866
104676,1,0.24596
104680,0,0.8394568
104682,0,0.6235254
104684,0,0.59320396
104686,0,0.70462966
104687,0,0.80328155
104688,0,0.5603428
104689,0,0.7722813
104690,0,0.3410563
104692,0,0.78632736
104693,0,0.8866227
104694,0,0.44324064
104697,0,0.8036092
104698,0,0.43457592
104700,0,0.35084194
104701,0,0.4464066
104702,0,0.438868
104703,0,0.863036
104704,0,0.4560721
104705,0,0.77454096
104706,0,0.81860435
104707,1,0.24123526
104709,0,0.8628804
104710,0,0.37856287
104713,0,0.80007684
104715,0,0.6156924
104716,0,0.37312132
104720,0,0.8237381
104721,0,0.76448655
104722,0,0.42777705
104723,0,0.70572364
104724,0,0.7703676
104725,0,0.5436157
104726,0,0.58956444
104728,0,0.44213927
104729,0,0.51363605
104730,0,0.61633307
104731,0,0.80342966
104732,0,0.5168171
104733,0,0.8850045
104734,0,0.7044568
104735,0,0.9360338
104736,0,0.71750057
104737,0,0.7034093
104738,0,0.6615262
104739,1,0.22781056
104742,0,0.69808066
104746,0,0.6708071
104750,0,0.49245644
104751,0,0.37045497
104752,0,0.69008243
104753,1,0.1924923
104754,0,0.7649817
104755,0,0.7192081
104756,0,0.55369616
104757,0,0.48789465
104758,0,0.41863954
104759,0,0.6422727
104761,0,0.38093758
104763,0,0.7303099
104764,0,0.9091609
104765,0,0.7485461
104766,0,0.8616669
104768,0,0.4471016
104770,0,0.22630632
104771,0,0.8615398
104773,0,0.7451364
104774,0,0.46591932
104775,0,0.6519953
104777,1,0.45532864
104780,0,0.31374675
104781,0,0.64905196
104782,0,0.53760064
104783,0,0.6018435
104784,0,0.87108076
104785,0,0.50735873
104786,0,0.74441797
104787,0,0.059331834
104788,0,0.7285559
104789,0,0.4657997
104790,0,0.75949365
104791,0,0.6553974
104792,0,0.42252016
104793,0,0.49951124
104796,0,0.7339656
104797,0,0.8105687
104799,0,0.39798838
104800,1,0.16306031
104801,0,0.6202469
104802,0,0.4741342
104803,0,0.7964765
104804,0,0.8547201
104805,0,0.6453258
104807,1,0.13132066
104808,0,0.75169146
104809,0,0.45985156
104810,0,0.7544883
104811,0,0.7035144
104812,0,0.34477532
104813,0,0.7162316
104817,0,0.37971407
104818,0,0.74605405
104819,0,0.9066682
104820,0,0.23568541
104821,0,0.6147365
104822,0,0.72207284
104823,0,0.3135696
104824,1,0.27958226
104825,0,0.2732879
104826,0,0.6300851
104827,1,0.28473377
104828,0,0.35602188
104832,0,0.37519014
104834,0,0.7572442
104835,0,0.6242269
104836,0,0.6715933
104837,0,0.6504185
104841,0,0.65694
104843,0,0.6340926
104845,0,0.6458388
104848,0,0.8012334
104849,0,0.5814785
104850,0,0.89874244
104851,0,0.75943947
104852,1,0.37720412
104853,0,0.4354043
104856,0,0.5096129
104857,0,0.83448076
104858,0,0.7493875
104859,0,0.6441816
104862,0,0.5224756
104863,1,0.73209894
104864,0,0.4041956
104865,0,0.8382824
104867,0,0.5051578
104868,1,0.45521414
104869,0,0.8676272
104874,0,0.633659
104876,0,0.7216049
104881,0,0.64210904
104882,0,0.8750319
104884,1,0.15795493
104885,0,0.51217127
104887,0,0.20211595
104888,1,0.48574734
104889,0,0.7693726
104892,0,0.77233607
104893,0,0.67155766
104894,0,0.8930401
104895,0,0.23343748
104896,0,0.5273797
104897,0,0.6131138
104898,0,0.5396935
104900,0,0.7869053
104901,0,0.63396263
104902,0,0.774034
104903,0,0.6930256
104905,0,0.782477
104908,0,0.6409575
104909,0,0.6254567
104910,0,0.76145107
104911,0,0.7240009
104912,0,0.7147194
104915,0,0.6381034
104917,1,0.33188796
104918,1,0.25551462
104919,0,0.85485
104920,0,0.53179765
104922,0,0.49670553
104923,0,0.80585885
104924,0,0.6017619
104927,0,0.1725868
104929,0,0.5584327
104932,0,0.6931423
104933,0,0.5226208
104934,0,0.71476007
104938,0,0.6305375
104939,0,0.60036504
104940,0,0.69248825
104941,0,0.67032063
104944,1,0.32827526
104945,0,0.6086534
104946,0,0.7408967
104947,1,0.30809265
104948,0,0.5044319
104949,0,0.4912166
104951,0,0.61415577
104952,0,0.7487643
104953,0,0.66097844
104954,0,0.45035028
104955,0,0.45046037
104958,0,0.42533767
104959,0,0.6860162
104960,0,0.65066296
104961,1,0.37978202
104962,0,0.8158055
104963,0,0.70735645
104964,1,0.2202003
104965,0,0.538828
104966,0,0.700776
104967,0,0.8148186
104968,0,0.2764715
104971,1,0.23762769
104975,0,0.72607625
104976,0,0.5337252
104977,0,0.7395308
104978,0,0.12720913
104979,0,0.10036528
104980,1,0.20175183
104981,0,0.25148726
104982,0,0.5179559
104983,0,0.8131666
104984,0,0.6092429
104985,0,0.50338537
104986,0,0.5373223
104987,0,0.2916795
104990,0,0.76446444
104991,0,0.63099295
104992,0,0.66229665
104993,0,0.72154343
104994,0,0.14538246
104995,0,0.82698345
104996,0,0.90549254
104998,0,0.5804121
105000,0,0.7753246
105002,0,0.8838214
105003,0,0.21008348
105004,0,0.5017551
105005,0,0.63622165
105006,1,0.20573306
105008,0,0.6080955
105009,0,0.82762724
105010,0,0.74232143
105012,0,0.48248333
105016,0,0.758593
105017,0,0.56536746
105018,0,0.8398602
105020,0,0.46838534
105021,0,0.7001051
105022,0,0.6371262
105023,0,0.7370213
105024,0,0.33140343
105025,0,0.49366277
105026,0,0.26185513
105028,0,0.2598886
105029,0,0.8139708
105031,0,0.81502855
105032,0,0.44081718
105033,0,0.3922842
105034,0,0.7955314
105036,0,0.6824488
105037,0,0.7002566
105038,0,0.6959895
105039,0,0.6333672
105040,0,0.6137468
105042,1,0.7701864
105043,0,0.26836598
105044,0,0.810917
105045,0,0.69358647
105046,0,0.48937178
105047,0,0.74766886
105048,0,0.6640953
105049,0,0.5173695
105050,0,0.60881233
105052,0,0.5550511
105053,0,0.6450349
105055,0,0.88261247
105057,0,0.7193217
105058,0,0.74805945
105059,0,0.48580527
105060,0,0.31413496
105061,0,0.6326691
105062,0,0.52658474
105063,0,0.7045516
105064,0,0.4734925
105065,0,0.41421723
105066,0,0.09009236
105068,0,0.7573794
105069,0,0.7101009
105073,0,0.49243277
105076,0,0.901766
105077,0,0.59276354
105078,0,0.8384269
105079,0,0.4480971
105081,1,0.16299242
105082,0,0.7208085
105083,0,0.74180347
105085,0,0.9139346
105088,0,0.83464015
105090,0,0.44422585
105092,0,0.33560985
105093,0,0.6230948
105094,0,0.7199562
105095,0,0.70599544
105097,0,0.67358434
105098,0,0.6799722
105099,0,0.7676399
105100,0,0.7423835
105102,0,0.68455696
105104,0,0.3966204
105105,0,0.833482
105106,0,0.6548021
105108,0,0.67987895
105110,0,0.52311516
105111,0,0.35563093
105112,0,0.28120375
105113,1,0.5613637
105114,0,0.27462214
105115,1,0.26106012
105116,0,0.6104583
105117,1,0.27397257
105118,0,0.5048609
105119,0,0.508
105120,0,0.36595565
105121,0,0.6643146
105122,0,0.76798797
105123,0,0.46358162
105124,0,0.4849739
105125,0,0.60750276
105126,0,0.46224368
105128,0,0.26899368
105129,0,0.6571071
105130,0,0.6877271
105131,0,0.79069287
105132,1,0.2716136
105133,0,0.7690151
105135,0,0.7139625
105136,0,0.30256248
105137,0,0.59014577
105138,0,0.5544268
105140,1,0.19789678
105141,0,0.7631066
105144,0,0.76400554
105145,0,0.29374588
105147,0,0.779755
105148,0,0.52855605
105149,0,0.7929624
105151,0,0.25298715
105152,0,0.86461
105153,0,0.50632167
105154,0,0.25880867
105155,1,0.36860663
105156,0,0.8580635
105157,0,0.39434052
105158,0,0.7466885
105159,0,0.6126574
105160,0,0.68804276
105161,0,0.49629766
105162,0,0.6054209
105164,0,0.43296218
105166,0,0.40232962
105169,0,0.90269667
105171,0,0.55497813
105173,0,0.5214642
105174,0,0.6574106
105175,0,0.3187161
105177,0,0.76794916
105178,0,0.46969575
105179,0,0.59401125
105180,0,0.28548318
105181,1,0.3696946
105182,0,0.59691703
105183,0,0.5625657
105186,0,0.6870861
105187,0,0.5782129
105188,0,0.81341994
105189,0,0.43610168
105190,0,0.8077519
105191,0,0.6516832
105192,0,0.38841075
105194,0,0.6153716
105199,0,0.6552836
105200,1,0.28742087
105204,0,0.62178683
105206,0,0.47300935
105207,0,0.9127352
105208,0,0.8584156
105209,0,0.5886493
105210,0,0.41739565
105212,0,0.7528127
105213,0,0.7762943
105214,0,0.293019
105215,0,0.43639952
105219,0,0.4520551
105220,0,0.78235143
105221,0,0.4643625
105222,0,0.8600558
105224,0,0.25424594
105225,0,0.47929615
105226,0,0.8551401
105229,0,0.68650484
105232,0,0.639115
105233,0,0.7610032
105234,0,0.77803373
105236,0,0.3426866
105237,0,0.2558202
105238,0,0.80597293
105240,0,0.5514804
105241,0,0.81042445
105246,0,0.43257964
105247,1,0.09357089
105250,0,0.6886895
105251,0,0.53904736
105252,0,0.44678968
105253,0,0.2944653
105254,0,0.15412813
105255,0,0.8612559
105256,0,0.6371504
105257,0,0.37913495
105258,0,0.66996014
105259,1,0.34671795
105260,0,0.47521037
105261,0,0.4818107
105262,0,0.7849463
105263,1,0.5586277
105264,0,0.6530173
105267,0,0.43530792
105268,0,0.78745896
105270,0,0.8709429
105272,0,0.17828959
105273,0,0.4594683
105274,0,0.7733085
105275,0,0.24623352
105277,0,0.8326114
105278,0,0.6287061
105279,0,0.68067247
105280,0,0.6319042
105283,0,0.40249127
105285,0,0.5815326
105286,0,0.5369836
105288,0,0.17033523
105289,0,0.6017505
105290,0,0.6146548
105291,0,0.6122028
105293,0,0.7856809
105294,0,0.7624028
105295,0,0.76961535
105296,0,0.36680484
105298,0,0.654817
105299,0,0.35073018
105300,0,0.45111614
105301,0,0.7259538
105302,0,0.8092175
105303,0,0.7125163
105305,0,0.7987104
105306,0,0.5562718
105307,0,0.82542026
105310,0,0.29432505
105312,0,0.5725077
105313,0,0.8085782
105314,0,0.36187786
105315,0,0.7360159
105316,0,0.2681837
105317,0,0.66119313
105318,0,0.7890713
105319,1,0.26068985
105320,0,0.8275484
105321,0,0.7497806
105322,0,0.86172855
105323,0,0.7686684
105324,0,0.63801324
105325,0,0.6700895
105326,1,0.2277124
105327,0,0.61403984
105328,0,0.48780644
105329,0,0.7213366
105330,0,0.70352316
105335,0,0.71929735
105337,0,0.6643135
105338,0,0.7065728
105339,1,0.63514304
105340,0,0.6373633
105341,0,0.9105283
105342,0,0.16128176
105346,0,0.64109904
105347,0,0.43660837
105348,0,0.22699177
105349,0,0.6981336
105350,0,0.7659177
105351,0,0.295654
105352,0,0.6494793
105353,0,0.77252257
105356,0,0.7581115
105360,0,0.71946764
105361,0,0.81840825
105362,0,0.6245737
105364,0,0.5962331
105365,0,0.5385615
105368,0,0.70330155
105369,0,0.886649
105371,0,0.64478153
105372,0,0.55079377
105373,0,0.57846475
105374,0,0.70766985
105375,0,0.23719448
105376,0,0.7126279
105378,0,0.82029814
105379,1,0.6631406
105380,0,0.6578749
105382,0,0.8380187
105383,1,0.22308332
105385,0,0.74571466
105387,0,0.65560764
105391,0,0.71129894
105392,0,0.546247
105393,0,0.17212802
105394,0,0.34816712
105395,0,0.6006751
105396,0,0.81432045
105397,0,0.1254462
105398,0,0.118091285
105400,0,0.7132416
105402,0,0.7241788
105405,0,0.87753904
105406,0,0.7250699
105408,0,0.59705573
105409,0,0.7138629
105410,1,0.18202496
105411,0,0.7605133
105412,0,0.8017099
105413,0,0.6435618
105415,0,0.32456452
105416,0,0.8987021
105418,0,0.68845046
105420,0,0.31941974
105421,0,0.66266006
105422,0,0.42637897
105423,0,0.60258347
105426,0,0.52212656
105427,0,0.4188953
105428,0,0.75315714
105429,0,0.12578934
105430,0,0.40251327
105431,0,0.73256433
105432,0,0.60947967
105433,0,0.49450743
105434,0,0.27404338
105435,0,0.38367772
105436,0,0.9116606
105437,0,0.73725843
105438,0,0.43971598
105439,0,0.49925518
105440,0,0.27738106
105442,0,0.84163165
105443,1,0.24659693
105444,1,0.14921224
105446,0,0.37425292
105448,0,0.4789886
105449,0,0.47601283
105451,0,0.24822593
105453,0,0.6535386
105455,1,0.23938566
105457,0,0.12241727
105458,0,0.6090801
105459,0,0.7427129
105460,0,0.387641
105461,0,0.43807757
105463,0,0.48481256
105464,0,0.46479785
105465,0,0.41001427
105468,0,0.8990207
105469,0,0.8447318
105473,0,0.5744148
105474,0,0.76412797
105476,0,0.5980434
105478,0,0.22523946
105479,0,0.6924983
105480,0,0.31983495
105481,0,0.68720305
105482,0,0.4276197
105484,0,0.5114396
105485,0,0.0809229
105486,0,0.85755116
105487,0,0.7182064
105488,0,0.87781334
105489,0,0.8982971
105492,0,0.54813504
105494,0,0.70499814
105495,0,0.3052991
105496,1,0.6899849
105497,0,0.3004862
105498,0,0.57597446
105499,0,0.86521375
105500,0,0.27669448
105501,0,0.7427672
105502,0,0.90831053
105503,0,0.8207661
105504,0,0.86076885
105505,0,0.44876248
105506,1,0.56780255
105507,0,0.59474957
105509,0,0.5182239
105510,0,0.16539603
105511,0,0.3178354
105513,0,0.5541656
105516,0,0.56712985
105517,0,0.6771871
105518,0,0.3881088
105519,0,0.5975586
105520,0,0.38169503
105521,0,0.9122088
105522,0,0.5906817
105523,0,0.62867945
105524,0,0.6835309
105525,0,0.73335636
105526,0,0.527377
105527,0,0.5321
105530,0,0.51648927
105533,0,0.6261425
105534,0,0.5682647
105536,0,0.77046514
105537,0,0.57966876
105538,0,0.62749827
105539,0,0.8658848
105540,0,0.6089119
105541,0,0.81526387
105544,1,0.20230794
105545,0,0.3122977
105546,0,0.7917041
105547,0,0.7711149
105551,0,0.7196392
105552,0,0.7729828
105553,0,0.55098164
105554,0,0.4654112
105555,0,0.5323615
105556,0,0.37064314
105557,0,0.36121422
105560,0,0.84693277
105561,0,0.5037309
105562,0,0.27403194
105563,0,0.3591984
105564,0,0.38494235
105565,0,0.5326816
105566,0,0.79236525
105568,0,0.82643104
105569,0,0.42061073
105570,0,0.5009054
105571,0,0.780051
105572,0,0.63877153
105575,0,0.80797106
105576,0,0.68757683
105579,0,0.8113488
105580,0,0.8829828
105581,0,0.4274724
105582,0,0.45569193
105585,0,0.32328242
105586,0,0.8512594
105587,0,0.61065733
105589,0,0.31663084
105590,0,0.46554703
105591,0,0.68509597
105592,0,0.72935987
